date,rank
2015-11-16,13
2015-11-23,14
2015-11-30,14
2015-12-14,15
2015-12-21,15
2016-01-04,14
2016-01-19,13
2016-02-01,13
2016-02-08,13
2016-02-23,13
2016-02-29,13
