fighter,1994-03,1994-04,1994-05,1994-06,1994-07,1994-08,1994-09,1994-10,1994-11,1994-12,1995-01,1995-02,1995-03,1995-04,1995-05,1995-06,1995-07,1995-08,1995-09,1995-10,1995-11,1995-12,1996-01,1996-02,1996-03,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03
Angela Magana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrell Montague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.00046205356496651517,0.0012533167903379548,0.0008604390921159036,0.000660812507918487,0.001157155279812547,0.0011823852891315082,0.0011499485767258485,0.0008049606689880483,0.0005745780007534131,0.0011058834831569554,0.0012625657654200615,0.000820721314934825,0.0002497337771310374,0.00018815625969488678,0.00012382621337242932,0.0010402598182779926,0.0011787684757716475,0.0034887008837291883,0.0023427980566689995,0.003118775238522803,0.0042943343629124,0.0004990166944771948,0.000874127913023384,0.0008325851538570645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.00851063829787234,0.008130081300813007,0.008097165991902832,0.015296198054818744,0.014842146146590468,0.009140830378892026,0.008237305273801619,0.03182260561822607,0.03238791594265151,0.023843277495451367,0.023210004570797086,0.0209536233289117,0.024106322812349354,0.023607209215904878,0.0054844798446473655,0.0205510044280808,0.028960358292839102,0.01889835811632378,0.01796617869956188,0.04643558039853627,0.06096668433950029,0.0474720946929213,0.12068432931945176,0.1315482753282815,0.07721290089303898,0.047542978067344484,0.05116324517901615,0.03668274966723761,0.04404490612821149,0.04434868582154397,0.03983332217122522,0.030148755894193795,0.026153611924022713,0.01465898654467609,0.05637185172065065,0.03928379034537204,0.03070161275433218,0.024033870371891065,0.03849004583836416,0.03912027270203746,0.014495642029762078,0.018195791794780446,0.012591183084250017,0.008301902565439102,0.03806116353554459,0.0437550233243969,0.04060779464227776,0.06691092564530304,0.030249405250505988,0.07210046718017266,0.060498368989596416,0.04389797356735814,0.08147661319087705,0.08060452725057352,0.03471060350735631,0.02395619737190866,0.014516367889064586,0.014145366773638764,8.485002757625897e-06,8.626564643162154e-06,8.312897460409825e-06,8.55534452372397e-06,8.145975887911372e-06,0.004008016032064128,0.003968253968253968,0.0038387715930902114,0.0038387715930902114,0.0038240917782026767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Swick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045454545454545456,0.03225806451612903,0.03125,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02666666666666667,0.05160628844839372,0.04623803009575923,0.031126968503937008,0.09362421204526475,0.09038379460914674,0.09038379460914674,0.14262930052403736,0.2724708205507952,0.3935663627152989,0.4062972693256906,0.2566677531735503,0.12801460356227784,0.13062835734426437,0.08841156938930829,0.08244747718601596,0.13588531512697036,0.15063485944622892,0.13302579408608095,0.1182336858807446,0.10592707822469072,0.0978520640550448,0.051529346904804235,0.04940898957064065,0.061642028211562394,0.04698019678795245,0.1344791000132291,0.12408424030707468,0.14672603391183411,0.48997535122947294,0.4829811609791093,0.46491636331973624,0.5195639349768792,0.23229608455477643,0.26694026494007356,0.35449519429924187,0.39686110437031447,0.37051199586462114,0.08833259570181667,0.060141866096743435,0.06742361715553506,0.16938713905431171,0.1693615122896681,0.13941479925320238,0.03365738899007352,0.02904143511337035,0.019332570006482953,0.034447235989834735,0.10255487387805211,0.09512933072048077,0.026395120844519053,0.013194943338919032,0.01078253756154713,0.01594815639177181,0.009273566863760496,0.0018284082827607245,0.0014440924868893517,0.0023155273259433725,0.00125082188045151,0.0010616303313183467,0.0016465962152863115,0.0012264300979426838,0.002859820927753835,0.0021307454649032685,0.002017993110111032,0.0020544079023271725,0.002011137531635923,0.004202978443950496,0.005373595575907717,0.005121753763587574,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.001890870314502756,0.002375588228122791,0.0015426863386047056,0.0019254679248632994,0.0018321610872400937,0.005037708986712728,0.004541262022790865,0.0030396097575138836,0.002882962128527613,0.003789627824883013,0.01242044709840836,0.013255246722971898,0.007941101341722465,0.007592185293798202,0.012587422729663579,0.009624814416599419,0.00477077225397763,0.011653188587534304,0.010332417955403121,0.009402947302057194,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yosdenis Cedeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0037174721189591076,0.003610108303249097,0.031216252528754627,0.030274179937801734,0.05923858750103266,0.056003275503373,0.07450163094019323,0.06427422996177047,0.0944022357691137,0.08917666911591476,0.039376806447123824,0.04209435681671736,0.09397275299226011,0.11183983146876536,0.10080323436750563,0.11900531254754342,0.12083361853410804,0.09008649297163612,0.0852031902629774,0.07882836379996776,0.08437916185341907,0.08503765102531056,0.09473175911284365,0.11084210393590935,0.0019484097766720742,0.002152815404381038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.01445009891173056,0.02115007729378899,0.019141516027774533,0.018382836713756234,0.0834441948054414,0.07569583345236901,0.03922742420927288,0.03396909003813602,0.029863579935371764,0.03233701232638855,0.019102972052019527,0.016712563632384884,0.021208571089632276,0.01711987800683596,0.028183849012274467,0.047502528485240295,0.0536986401352733,0.06630179948622948,0.05375431249974256,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leandro Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07282270759623649,0.026700394705622695,0.026997915563184066,0.02796843712417295,0.06104926278261399,0.06375924710303954,0.09938049249812558,0.05934252655052052,0.007221812893480812,0.015909613434642433,0.00985260824046422,0.02204100885912767,0.022940752903020712,0.03246147047900669,0.044111700437225836,0.043741916144293964,0.033664378174332946,0.033065919529456145,0.03912199127877836,0.028752339773434818,0.029837260287081308,0.03347031398661202,0.026821575265893738,0.042473830691993855,0.018226678443456885,0.015686954522959335,0.006898956406461461,0.00764554511422909,0.007621123115126148,0.00805193239842432,0.005965767745145402,0.0061491572546902695,0.013578307816353913,0.008847651466699098,0.006970309453411817,0.0067100878714111585,0.007137108617466788,0.011076795930717219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.003043243690815132,0.00276348937362899,0.0015914362966945458,0.0012090243192936347,0.0007875404246969971,0.000869090538400735,0.0007254973103074092,0.0017570023391572215,0.0006984669827992608,0.0006303738938497976,0.0008314466548315789,0.0011962314698025897,0.002075114486519736,0.005220296115868828,0.00947950449076656,0.008338214170947858,0.007465256879132267,0.006334106761798398,0.009827445460577693,0.0112946373864044,0.011309617097684941,0.01359307556205071,0.01336974645941406,0.007473157075118555,0.017334832546878065,0.00573242764543837,0.004669973696652538,0.022351362986814095,0.021722981762097776,0.0035906642728904844,0.0032310177705977385,0.003527336860670194,0.0032414910858995136,0.003246753246753247,0.003289473684210526,0.0033557046979865775,0.0033613445378151263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis Siver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025971041139967826,0.02608393229770461,0.025971041139967826,0.02552908095308569,0.046106722484860564,0.04637258901003714,0.029214547710109395,0.02572738010703525,0.04820807728385511,0.1436319202274951,0.14140665599445273,0.14861327928703805,0.15511883864627965,0.10384705999864616,0.10973953299466314,0.1328022530135115,0.16164834383449608,0.14393821790526967,0.06395040810129256,0.013917525739025457,0.013825094687072178,0.019975573416713747,0.01950815525635338,0.01487189655425108,0.013049858583179983,0.008415215422962728,0.04169634552243262,0.04416746069705446,0.04914002402545061,0.05982405511282506,0.06730842519766295,0.06467192241613161,0.06602958028650296,0.05426292299848727,0.07274999846457464,0.04306479462798019,0.06526318582340998,0.037383426456993586,0.02981662371326358,0.031428954877332306,0.02814847189847184,0.02938680842569654,0.024366526823436273,0.02675622403753319,0.02504278210584722,0.0417348909431816,0.035401079756559345,0.02634446844388529,0.032644580077099195,0.041092842891375776,0.03135051138206167,0.04820939999395963,0.03478469388260152,0.04598101883736039,0.04161619576065072,0.058835492311016375,0.06618960572952876,0.060525663461164114,0.08362991434636795,0.08968198533415175,0.06871040369555928,0.055257425156298424,0.14625156698535546,0.13486650542012527,0.17511846720681873,0.17233700766916768,0.18334016972242687,0.11381023710170128,0.060160520152492715,0.06108355505886256,0.048055896586081615,0.03476779979029482,0.04109109992939675,0.014084438012913942,0.04239069603735837,0.03678595367777941,0.036298518746174534,0.019491668401344097,0.01633212077667767,0.018951282894260815,0.04280869633373134,0.03608909900216411,0.04448355601161999,0.03482212603302691,0.024620826217135912,0.021934293159413025,0.005698603492693936,0.0049422696298726055,0.009702591692730286,0.027395314252069734,0.03727088161701367,0.038182196253715425,0.024314252935824034,0.027958275245421917,0.06316336092218584,0.046001761686416696,0.036471221260979944,0.02715576068043011,0.024217550209694804,0.009195058345490266,0.013262088210817083,0.013368347085986708,0.012669086564956127,0.01633277652407838,0.016409700408904302,0.027945622615066182,0.03764591061881432,0.09327220171952125,0.0018764861876435803,0.0021096631482467377,0.0033579150380930664,0.0040522016242295076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Alan Omer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0033222591362126242,0.003273322422258592,0.0033557046979865775,0.0033444816053511705,0.0033388981636060097,0.0033222591362126242,0.003367003367003367,0.0033222591362126242,0.0014040008096769365,0.0014334359593262801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Backstrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.005357662332300012,0.003593918299336049,0.0039906010411441045,0.0016477455328002691,0.003167005578836904,0.004199347945285989,0.002485425663332229,0.0024340839694720977,0.0034071550255536627,0.014892637862245536,0.008524047717442034,0.009722998852287862,0.009466597202973983,0.005538554520832676,0.004636649598742125,0.004391535743418823,0.004623306196680583,0.005721183758574502,0.015927749711115064,0.015784945969566692,0.013288591353482112,0.014083976652231218,0.010563182088245412,0.010507685833807767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piotr Hallmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.004312972364490325,0.00609556235158254,0.004796449172680522,0.004014027265047377,0.004182502138431848,0.003669344308517148,0.003214492086882072,0.03766010780242905,0.05008937614177238,0.03668585523425412,0.032611845378489546,0.0565847149950309,0.04065848201501976,0.031098126483682664,0.014914075718742963,0.028052218842069973,0.027165642728562367,0.013096066645536123,0.01195726992575815,0.015805500327800925,0.014917676899340909,0.01701707627820371,0.01897986465489913,0.018804493612908323,0.013106369914001355,0.016899096209443423,0.018183524580554843,0.02233056764770249,0.015263921987644353,0.013243035818280522,0.017647075857352146,0.004241597259837152,0.005160887790218929,0.00486793478123726,0.0048498033980592156,0.0029418501786282404,0.00293609327568874,0.002103385597746997,0.007785202812966568,0.007262759236595774,0.0035850729796722824,0.00508433438977855,0.004630217398964955,0.0043985760425366595,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiago Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05144411246456754,0.04823027497363636,0.04774617429154618,0.046864352571155836,0.032792141126346146,0.03259144996696864,0.021790429695235328,0.017749408515656862,0.03908550930130054,0.04728359954133807,0.04565674380489199,0.05755016194732496,0.05732047267463988,0.04411977400825196,0.05743558028316604,0.05945162550538969,0.054371842886671386,0.03324220274535256,0.02416247109377118,0.03365380863893686,0.033633572429192876,0.02078290273042214,0.020442130699047618,0.020335227054722897,0.012564974246779367,0.012552502804449238,0.010830477091346602,0.02944124150499208,0.024107542758705556,0.023332366506279546,0.006128630170625064,0.006345878598349218,0.0035909567040798077,0.004493343302914798,0.007211512838178962,0.006349206349206349,0.012638135422945548,0.01255877626331766,0.018385565052231722,0.018613707165109034,0.012738592610797083,0.01902688182983659,0.01920962555751478,0.03172149394014346,0.030841121495327105,0.025424559638293886,0.026161816033198674,0.03089059454692666,0.037830456522338914,0.03397810370836369,0.07516223308123668,0.05694458998300158,0.049856652312949466,0.043783643116008464,0.0529481160003315,0.020411374520398807,0.017833249298604692,0.016936428155843165,0.020215796633406696,0.02558814451870291,0.01064157317545393,0.006409334313529089,0.004041193685661365,0.002658533737510381,0.004487087702146449,0.001113878311943511,0.0015413052376934994,0.0017378575451574973,0.003337797731091281,0.009732709019320584,0.008372914417917364,0.006694515634314539,0.007193138983755005,0.010208082884554695,0.013832087512211728,0.014230308109218185,0.0072445662743424845,0.002244716527472374,0.0022185269165927663,0.00871640390631237,0.010571828314841436,0.009600019654322162,0.008691134307122777,0.03596885263644302,0.023386965479381946,0.022952878244240818,0.03192518824208485,0.02300104566019058,0.01460007457218366,0.015506553791424627,0.02640470504182538,0.019633083395524054,0.04777308455712642,0.03882372476548745,0.03755106736192349,0.04209296486895799,0.04113937030128393,0.0015428236126407324,0.0021602971631723917,0.001599390235661584,0.0013888024408972327,0.0010394082305355981,0.0012033786418942562,0.0014973404377564006,0.0007103412751622419,0.0035233633915614706,0.008300736201233406,0.008192929545639393,0.005822567328354195,0.00587480771986668,0.01469433421689645,0.015679095439597994,0.01455645246163885,0.016479223125564588,0.016338983785658543,0.013355140714003724,0.013377472201001614,0.006132378877476916,0.00524758766103765,0.0037255066382277397,0.003690105126073795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Ebersole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0013744472747688182,0.0010899529790205033,0.0010978470302421047,0.0010412061672806661,0.01731300452870106,0.01830645587672311,0.016934063815770443,0.015319897415731662,0.02319321055353476,0.06538507547578588,0.05038956936637361,0.03510358288891218,0.10150055344554372,0.10610474388673609,0.09161306218824179,0.05694687905637533,0.08465323137684712,0.07061127162092219,0.07097121112690552,0.06564711960502304,0.04345725626606146,0.07332670616561142,0.06224037463143965,0.02959201793587065,0.0056281121530860675,0.01214830602289518,0.008246979672442175,0.009692883122161143,0.011340467490690788,0.01643811232032152,0.012660129916932678,0.0068416078957000085,0.006978043675467919,0.003056950780079376,0.011347758837923874,0.0027731123897482847,0.0,0.0,0.005511417008246717,0.0035691407053166668,0.005781249309887127,0.005725374493398126,0.03105543947914291,0.0281793893521625,0.008515823043412762,0.010704736492542404,0.012568208407172085,0.010151809761873753,0.007750597137961356,0.004511815845762374,0.004540339583431861,0.007344745586436039,0.00648269155986191,0.0034992284671983053,0.003333695229230896,0.010784709492138536,0.013526299237463764,0.011538026572008886,0.016834053295184153,0.011981028199079641,0.014184240037128785,0.013745491475679713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricardo Abreu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007786961951888474,0.0022047049675421,0.0026659049678287154,0.004866046362443408,0.00483499807589269,0.004794026765847137,0.003531417240987671,0.0017356942544739572,0.001717191738805771,0.001686746429233908,0.0020285374598747485,0.002679527323522078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendell Oliveira Marques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034071550255536627,0.0033222591362126242,0.003273322422258592,0.0033557046979865775,0.0033444816053511705,0.009983193840347066,0.009933610096129928,0.010066942613316981,0.009933610096129928,0.009966611018363939,0.003701592156408041,0.002663261900661188,0.003029290244094299,0.0033953300274759445,0.0033396916726601833,0.0031889393380395625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KJ Noons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0009583319313565791,0.001456228277233359,0.0013434459805427546,0.0011189076693579674,0.0013339955614877514,0.0016120902736877936,0.007376962741975039,0.017169876313825272,0.009310478419392195,0.008316444145231715,0.007528903320040577,0.005435033391981382,0.005304398902057575,0.005047525436943615,0.012468237565406088,0.01736213298472575,0.01449989000400113,0.008477355403803457,0.008520541134720384,0.01600982196631178,0.017442334739298865,0.019424659646345915,0.023101388219458962,0.027970274491922156,0.009300691869745081,0.0074070860314441,0.005603241309375163,0.0933332240387369,0.10154238093146209,0.09258462969219908,0.044165528197807745,0.012350432361716186,0.006890691485350744,0.011153316527306964,0.008777430955289153,0.01603600336613849,0.01372251527147845,0.007768900129096612,0.0008629229294998547,0.0007975995024501622,0.0004268732622391158,0.0013333866528232698,0.001946067220868417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
