fighter,1994-03,1994-04,1994-05,1994-06,1994-07,1994-08,1994-09,1994-10,1994-11,1994-12,1995-01,1995-02,1995-03,1995-04,1995-05,1995-06,1995-07,1995-08,1995-09,1995-10,1995-11,1995-12,1996-01,1996-02,1996-03,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03
Michael Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004484304932735426,0.0045045045045045045,0.004454342984409799,0.004347826086956522,0.004319654427645789,0.0052440000028803726,0.012421128704177614,0.013293596512760601,0.05969817591271832,0.06789343284838803,0.06529105010835592,0.07359189165281374,0.04810135819418699,0.03795890226978026,0.03923898376293707,0.03462794107673073,0.051157642725444846,0.0491485416255935,0.03641469106989488,0.036772705239917276,0.049229636099280015,0.05407666138790906,0.03646896403981423,0.04481722743482386,0.03241428230332208,0.02262971651721814,0.03853171638361447,0.0061464782151371385,0.004508546031210737,0.0034791379750808813,0.007453285083033483,0.007220396418333386,0.006018492007491458,0.01075661658996752,0.0061861428030170204,0.006359195188600721,0.005577244975442278,0.004604534857684334,0.00707729336342619,0.004133118379688752,0.00409171721963154,0.0037086041882528416,0.001995048034118339,0.0037634103579439614,0.003838089589093811,0.0032643225726883677,0.0035651396477391567,0.0026346967387086096,0.0025305504629229677,0.0,0.0026481739156187624,0.0016293628961424158,0.013866240030302356,0.018747300864872002,0.01670750791856309,0.00659327181433261,0.00462759597403599,0.006027397085239264,0.01935445761451007,0.02537762488320116,0.020675965524580064,0.007301727198745399,0.0,0.0,0.00430146006444362,0.00474725599504785,0.004839595374691773,0.0001636182200966254,0.00014958622343074927,6.995113378092101e-05,0.027594222696995817,0.026010777547969082,0.020829140125791373,0.016057988731393892,0.015196308288217551,0.013074505235851982,0.023701007826213667,0.015413026112847693,0.014824369889987435,0.0110637350170604,0.013994716815052217,0.007127600519059569,0.012360470074192482,0.02651662245885067,0.0432243754148486,0.040311535636542065,0.04038999252040467,0.03486130651487098,0.00831400671448526,0.012157934747518124,0.010277289194549727,0.02780853940945941,0.028767686988929425,0.036636099027496136,0.017274568133067075,0.04882311495671327,0.06412354107714163
Lerone Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.025517864644442195,0.024861193263583926,0.027251139574493894,0.014689643496551188,0.022397313528088346,0.033631161704822665,0.03911978526275716,0.028610153300990863
Su Mudaerji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020300946148435268,0.010677047111674887,0.008836424242012187,0.01179022028543224,0.008230290560065153,0.010361672878692909,0.0074558725328118265,0.0056198237446259056,0.0055430602413423045,0.004201912821262471,0.004469716072355905,0.009130509951508143,0.012053984100233882,0.010772825139611931,0.007417983631113801,0.006733968369718791,0.006756718001663368,0.0045133716929402195,0.0031570264238429866
Francisco Figueiredo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Mike Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.003369158195258613,0.0048905804099971225,0.004677211049329701,0.009368857924586383,0.0074546308815912525,0.011781122415217006,0.010638681817352938,0.02725269489607528,0.022256040987104816,0.018408096399443234,0.016419240553809104,0.0150631474727014,0.017352326445147528,0.014916185714330924,0.01373257294647944,0.03475005980802379,0.04774217149951251
Dalcha Lungiambula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0033112582781456954,0.0034071550255536627,0.0034071550255536627,0.0019769812125384973,0.0007972930717450112,0.0007125819834806626,0.000511304231053303,0.005049738689635067,0.0027499993098812916,0.007960233773783534,0.01859710465502624,0.005936592622736203,0.0077085545429650916,0.00727682146998187,0.00556900158707933,0.008157332846695023,0.006507889576247993
Umar Nurmagomedov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victoria Leonardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wu Yanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punahele Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024353396180807345,0.0014889114383212193
Carlos Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.005438971520815307,0.0017122946311875322,0.0015247133600967558,3.562540429098116e-05,0.0011215682059590596,0.0011470763987499512
Carlos Condit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.006920415224913495,0.006920415224913495,0.006666666666666666,0.023997062709042907,0.023599451612740647,0.01981705591935771,0.015792507257955574,0.013830832011281269,0.012023432410704199,0.019828101965681445,0.03114008760414004,0.00474202282512868,0.005291467735711255,0.01532705235113822,0.009195357071718726,0.010228202404087968,0.016537343602379625,0.017790743090391043,0.014554039965212873,0.014038970110648141,0.013630638871177315,0.015986404203942334,0.021049403185193445,0.020072714390045154,0.01376114005417849,0.01608255905931324,0.008475716226859583,0.012487079065821628,0.04682621734222078,0.0252212397968986,0.0500821685823877,0.028700327007246052,0.027305587036200507,0.02135708401365274,0.023412403551888054,0.029570242245310706,0.043533446898800565,0.005672644865970087,0.021629865452709212,0.020956903236860218,0.008331231983767043,0.005597750281403173,0.007483247096901216,0.012121841612226993,0.010431094289079509,0.008854356586538012,0.006585034930087778,0.00765927210308017,0.007615433385451907,0.00813001371628081,0.0033665512176625583,0.004471763053752304,0.0031797762820403403,0.0024711439022005064,0.0037066399158529736,0.004712180465170279,0.0075978302555740375,0.005914164214839609,0.004286548302248911,0.005767966374046761,0.005881656889809066,0.003834642434079175,0.0039000400826318875,0.0036978728078204516,0.00525160611309421,0.005245789817313857,0.003418803418803419,0.003418803418803419,0.005255006295944247,0.0048629165748474085,0.004512437201927691,0.002271404092425434,0.0024454004158003203,0.003876257500050779,0.002751031951865553,0.003171220634029931,0.003353505258465341,0.0031751797291422147,0.0007957804986426352,0.0036260378892052705,0.002533052935479501,0.0037650985109090977,0.004801105166657564,0.007307297722608937,0.008013411666007476,0.008204677987976795,0.007047765526800397,0.012169376662853417,0.01090031339903195,0.010248675593006141,0.008570732806976898,0.00821184326240898,0.0031322231171440037,0.0025958833848656504,9.42275610526908e-05,0.00010362694300518132,0.00010380560369728479,0.00017365150902804151,0.00012013006572432228,0.008126988392322124,0.008517775732695626,0.012178955256838831,0.013211877977298208,0.0473504722233568,0.08002146878214478,0.1872630327688412,0.23932691487198282,0.17567192066222517,0.009100778523376277,0.03152238969304291,0.015029988926318032,0.034854127826937024,0.03442908534424862,0.02708095395658906,0.0218998555091908,0.022939982519228224,0.019899079134208086,0.020104932821307302,0.004788199905552596,0.005533564757369637,0.004418305538897121,0.0035110463786619415,0.0018637296896043,0.0016594967072026917,0.0034324403902307047,0.006393619717725709,0.0057494112536052135,0.0,0.0,0.0,0.0,0.0,0.017957793384179885,0.014805280056779134,0.013236617742309142,0.0,0.003606334761157094,0.007038356476242931
David Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.00331995712232201,0.002160761377621217,0.0028808200382120664,0.0032486182155463767,0.004821393254265174,0.004364966830078018,0.008118716914801842,0.005204621035589152,0.006750112633663672,0.005186515312534978,0.006340269093397641,0.004725204525046376,0.004735567558767612,0.004819369009064983,0.003560208189657713,0.0035549883779226106,0.0036312075979999217,0.0035949085398022124,0.008769091243210783,0.00904148267326494,0.0034423407917383822,0.003430531732418525,0.0033388981636060097,0.003316749585406302,,,0.0033783783783783786,0.003367003367003367
Joaquin Buckley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0007255635628157606,0.0006857351504547419,0.010780725947252082,0.010940329041077557,0.005035940045457811,0.005112816988530278
Santiago Ponzinibbio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003472222222222222,0.0034662045060658577,0.003508771929824561,0.0034904013961605585,0.003484320557491289,0.008455621225914029,0.01805625895740462,0.006112631019687417,0.011491431217779385,0.010053609124426497,0.009904343017036441,0.01144796704149383,0.010988823187870523,0.015845127023324315,0.03474228229904721,0.036202953456263134,0.025455464825946603,0.026377267352582588,0.01788304897236004,0.017001431991101507,0.016576608646977294,0.020599591571120447,0.04600427793018263,0.04463232733689716,0.046754915607363334,0.05595337397544617,0.040365442179247875,0.0376182441710102,0.03692498594364699,0.025988309952243882,0.02316290603083663,0.03297736147596397,0.028479345150356394,0.00836609779259935,0.018737887364674792,0.0158350307397882,0.014934934547168472,0.013970711454719446,0.011861720186873962,0.012935433897812796,0.014293822798238482,0.014821766783405237,0.012417625060491638,0.0063285156594882095,0.01144691520237486,0.008101271667705868,0.004462393534404406,0.004357859994319123,0.015520289060474588,0.010114124421265115,0.10008474672373195,0.018496315831577577,0.024804870887951098,0.013975653855438933,0.010516181621216992,0.006925642949859754,0.007018698282435977,0.002155235378600712,0.003131822032114494,0.003776962233959635,0.004116131624664048,0.0028770810964972595,0.004476706191621503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
Max Holloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.002005500138094541,0.0015135383116792486,0.010661117028971214,0.01076725417853479,0.0100856733506849,0.010118843962184996,0.01043655501779154,0.018081661023891856,0.017980592273165757,0.01842895119565323,0.01844208048065437,0.021225618365057344,0.01890611059342992,0.01989179207690873,0.01987699113941773,0.020795929144282393,0.03220380554948802,0.028625776349556466,0.029043674075424172,0.03492522342694358,0.01935766130299775,0.01929208009689405,0.015669254916558243,0.02165232607410166,0.018916938805512692,0.01967158675802443,0.017555908095124157,0.016652620186348253,0.018516035565252435,0.01697473910598559,0.016472978615785942,0.012165757668643227,0.034288696569160226,0.03952331515250379,0.033993047071764225,0.041036693002260975,0.035247400872957274,0.049677037029900104,0.034275789983343415,0.024397123174491633,0.02597245809645444,0.036110193336211155,0.024246988813358062,0.03366968442511552,0.048080989066748174,0.051100038299241944,0.0452996388594132,0.022817746507139164,0.10339791092358885,0.12007734669842102,0.18324096178828228,0.21125303148817778,0.30565232751968563,0.30434740574346675,0.2495101748860951,0.3100484281367129,0.21731460040253647,0.16172334149069748,0.16333914046044123,0.12145772892515413,0.053353962275727286,0.07003365384833872,0.17427456529342628,0.0720076869037245,0.0737220051918124,0.06119291475362689,0.054054234701472414,0.011468104389424048,0.0072107578782774516,0.004916568177639674,0.004715486944987589,0.004332049454134796,0.004596124885437562,0.0035026269702276703,0.0034879575436640655,0.0031091527520098953,0.017858763728291777,0.004253891651167312,9.808094914477894e-05,9.193308832298002e-05,9.583439815997955e-06,9.515291072753915e-06,9.414422895876483e-06,0.018941529251542574,0.015704820983812436,0.0745051343328001,0.08617077914915079,0.12248484933753855,0.06299020440360817,0.14617573734812364,0.01174937914966176,0.058030037745161016,0.10657854459892827,0.14961488787038826,0.04266072214003457,0.01467810534772637,0.010230615851416438,0.039142764815536434,0.027113930881743215,0.03743400994024799,0.03634454758912372,0.04236260748991752,0.05826372312349531,0.05748623722746377,0.11195206646161586,0.13136778046461606
Sarah Moras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Kilburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.001627347442600431,0.0015079730088161792
Marlon Moraes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0012514708537843767,0.016117737000468025,0.010750761729383333,0.007200939691589518,0.005572900509062166,0.005849511197366906,0.0038711297930566946,0.004150805101685611,0.0058789136375362785,0.0029949600139218538,0.0028290569096688445,0.0003411704574495272,0.0003482063750005248,0.0004071355135184922,0.0002955301872269381,0.0011014630654481283,0.005027063102947862,0.003561136335130588,0.0029879283963153993,0.03701038507586752,0.04555107347485438,0.0588100830350314,0.018718953106849207,0.014093189532294085,0.019934053718360666,0.01727233224331912,0.16780498037213182,0.13031992556973718,0.16646548327330388,0.1463273823679837,0.11629771244558179,0.07222796982818083,0.0317512204003002,0.025595704570421186,0.015255654804710512,0.026143628285017772,0.025625371184122267,0.023688006189939177,0.03581435800468039,0.018620269344447195,0.017884651711713127
Sijara Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deron Winn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00938063632241999,0.00862927556490331,0.007392348570156397,0.014569734066930568,0.013613054927136586,0.03277689784160919,0.03806624921173833,0.01636056087718234,0.016036109979321065,0.015504291067808143,0.017554695415690855,0.014355803410371938,0.014799426478187097
