fighter,1994-03,1994-04,1994-05,1994-06,1994-07,1994-08,1994-09,1994-10,1994-11,1994-12,1995-01,1995-02,1995-03,1995-04,1995-05,1995-06,1995-07,1995-08,1995-09,1995-10,1995-11,1995-12,1996-01,1996-02,1996-03,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03
Ketlen Vieira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aiemann Zahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015432098765432098,0.0015625,0.0015873015873015873,0.0016025641025641025,0.001579778830963665,0.0016129032258064516,0.001610305958132045,0.0016207455429497568,0.003257328990228013,0.0032520325203252032,0.0033112582781456954,0.0033222591362126247,0.00333889816360601,0.003367003367003367,0.00338409475465313,0.003355704697986577,0.003367003367003367,0.0033277870216306157,0.0034129692832764505,0.0034423407917383822,0.003418803418803419,0.003418803418803419,0.003430531732418525,0.00338409475465313,0.0016806722689075631,0.001692047377326565,0.0033003300330033004,0.003284072249589491,0.003316749585406302,0.0032948929159802307,0.003257328990228013,0.003205128205128205,0.0015873015873015873,0.0016181229773462784,0.0016155088852988692,0.0016181229773462784,0.0016051364365971107,0.0016207455429497568,0.0016207455429497568,0.0016474464579901153,0.001652892561983471,0.0016181229773462784,0.0016025641025641025,0.0015873015873015873,0.001567398119122257,0.0016025641025641025,0.0016025641025641025,0.0016051364365971107,0.003205128205128205
Serghei Spivac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016501650165016502,0.0016420361247947454,0.001658374792703151,0.0016474464579901153,0.0016286644951140066,0.003205128205128205,0.0031746031746031746,0.003236245954692557,0.0032310177705977385,0.003236245954692557,0.004815409309791332,0.004862236628849271,0.004862236628849271,0.004942339373970346,0.0049586776859504135,0.006472491909385114,0.00641025641025641,0.006349206349206349,0.006269592476489028,0.00641025641025641,0.00641025641025641,0.006420545746388443,0.008012820512820512
Nate Landwehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016181229773462784,0.0016051364365971107,0.0016207455429497568,0.0016207455429497568,0.0032948929159802307,0.003305785123966942,0.003236245954692557,0.003205128205128205,0.0031746031746031746,0.003134796238244514,0.003205128205128205,0.003205128205128205,0.0032102728731942215,0.004807692307692308
Shana Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maycee Barber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belal Muhammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015479876160990713,0.0015360983102918587,0.0015220700152207,0.0030627871362940277,0.0030959752321981426,0.004552352048558422,0.004601226993865031,0.006144393241167435,0.006172839506172839,0.00625,0.006349206349206349,0.00641025641025641,0.007898894154818325,0.008064516129032258,0.008051529790660225,0.008103727714748784,0.008143322475570033,0.00975609756097561,0.009933774834437087,0.009966777408637873,0.01001669449081803,0.010101010101010102,0.01015228426395939,0.01174496644295302,0.010101010101010102,0.009983361064891847,0.010238907849829351,0.008605851979345954,0.008547008547008548,0.006837606837606838,0.00686106346483705,0.008460236886632826,0.0067226890756302525,0.00676818950930626,0.00825082508250825,0.008210180623973728,0.006633499170812604,0.006589785831960461,0.008143322475570033,0.008012820512820512,0.007936507936507936,0.006472491909385114,0.006462035541195477,0.006472491909385114,0.006420545746388443,0.006482982171799027,0.006482982171799027,0.004942339373970346,0.006611570247933884,0.006472491909385114,0.00641025641025641,0.006349206349206349,0.006269592476489028,0.00641025641025641,0.00641025641025641,0.004815409309791332,0.00641025641025641
Maki Pitolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016025641025641025,0.0015873015873015873,0.0016181229773462784,0.0016155088852988692,0.0016181229773462784,0.0016051364365971107,0.0016207455429497568,0.0016207455429497568,0.0032948929159802307,0.003305785123966942,0.0048543689320388345,0.00641025641025641,0.006349206349206349,0.006269592476489028,0.00641025641025641,0.00641025641025641,0.006420545746388443,0.008012820512820512
Kamaru Usman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015408320493066256,0.001567398119122257,0.0015748031496062992,0.001584786053882726,0.0015479876160990713,0.003125,0.0030911901081916537,0.0030911901081916537,0.0030864197530864196,0.0030959752321981426,0.0030816640986132513,0.0030959752321981426,0.004608294930875576,0.0045662100456621,0.004594180704441042,0.0046439628482972135,0.006069802731411229,0.006134969325153374,0.006144393241167435,0.006172839506172839,0.0078125,0.007936507936507936,0.008012820512820512,0.007898894154818325,0.0064516129032258064,0.00644122383252818,0.008103727714748784,0.008143322475570033,0.008130081300813009,0.006622516556291391,0.008305647840531562,0.008347245409015025,0.008417508417508417,0.008460236886632826,0.010067114093959731,0.010101010101010102,0.008319467554076539,0.008532423208191127,0.008605851979345954,0.008547008547008548,0.008547008547008548,0.008576329331046312,0.008460236886632826,0.010084033613445379,0.008460236886632826,0.00825082508250825,0.008210180623973728,0.008291873963515755,0.008237232289950576,0.008143322475570033,0.00641025641025641,0.006349206349206349,0.006472491909385114,0.008077544426494346,0.006472491909385114,0.006420545746388443,0.006482982171799027,0.006482982171799027,0.004942339373970346,0.006611570247933884,0.006472491909385114,0.00641025641025641,0.006349206349206349,0.006269592476489028,0.004807692307692308,0.004807692307692308,0.004815409309791332,0.004807692307692308
Ricky Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001692047377326565,0.0016778523489932886,0.0016835016835016834,0.0033277870216306157,0.0034129692832764505,0.0034423407917383822,0.003418803418803419,0.003418803418803419,0.003430531732418525,0.005076142131979695,0.005042016806722689,0.005076142131979695,0.0049504950495049506,0.0049261083743842365,0.004975124378109453,0.006589785831960461,0.006514657980456026,0.00641025641025641,0.006349206349206349,0.008090614886731391,0.008077544426494346,0.008090614886731391,0.008025682182985553,0.008103727714748784,0.006482982171799027,0.008237232289950576,0.008264462809917356,0.006472491909385114,0.00641025641025641,0.006349206349206349,0.006269592476489028,0.00641025641025641,0.00641025641025641,0.006420545746388443,0.008012820512820512
Kelvin Gastelum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0020325203252032522,0.0019880715705765406,0.002,0.001976284584980237,0.003883495145631068,0.0038684719535783366,0.003838771593090211,0.0038095238095238095,0.003703703703703704,0.0036968576709796672,0.0036036036036036037,0.0053475935828877,0.0051813471502590676,0.005110732538330494,0.006589785831960461,0.006514657980456026,0.006329113924050633,0.006259780907668232,0.006259780907668232,0.007692307692307693,0.007656967840735069,0.00927357032457496,0.00946372239747634,0.009433962264150943,0.007936507936507936,0.007961783439490446,0.009448818897637795,0.009244992295839754,0.007836990595611285,0.007874015748031496,0.00792393026941363,0.009287925696594427,0.009375,0.00927357032457496,0.00927357032457496,0.007716049382716049,0.007739938080495356,0.007704160246533128,0.007739938080495356,0.007680491551459293,0.0076103500761035,0.007656967840735069,0.007739938080495356,0.007587253414264037,0.007668711656441718,0.006144393241167435,0.007716049382716049,0.0078125,0.007936507936507936,0.008012820512820512,0.00631911532385466,0.008064516129032258,0.008051529790660225,0.008103727714748784,0.008143322475570033,0.008130081300813009,0.008278145695364239,0.008305647840531562,0.008347245409015025,0.008417508417508417,0.008460236886632826,0.010067114093959731,0.008417508417508417,0.008319467554076539,0.008532423208191127,0.008605851979345954,0.008547008547008548,0.006837606837606838,0.00686106346483705,0.00676818950930626,0.0067226890756302525,0.005076142131979695,0.006600660066006601,0.006568144499178982,0.006633499170812604,0.004942339373970346,0.004885993485342019,0.004807692307692308,0.006349206349206349,0.0048543689320388345,0.004846526655896607,0.0048543689320388345,0.004815409309791332,0.004862236628849271,0.004862236628849271,0.0032948929159802307,0.003305785123966942,0.0048543689320388345,0.004807692307692308,0.004761904761904762,0.004702194357366771,0.004807692307692308,0.004807692307692308,0.004815409309791332,0.00641025641025641
Polyana Viana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodolfo Vieira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016474464579901153,0.0016286644951140066,0.0016025641025641025,0.0015873015873015873,0.0016181229773462784,0.0016155088852988692,0.0016181229773462784,0.0032102728731942215,0.0032414910858995136,0.0032414910858995136,0.0032948929159802307,0.003305785123966942,0.003236245954692557,0.003205128205128205,0.0031746031746031746,0.003134796238244514,0.003205128205128205,0.003205128205128205,0.0032102728731942215,0.004807692307692308
Gabe Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016474464579901153,0.001652892561983471,0.0016181229773462784,0.0016025641025641025,0.0015873015873015873,0.001567398119122257,0.0016025641025641025,0.0016025641025641025,0.0016051364365971107,0.003205128205128205
Andre Ewell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017211703958691911,0.0017094017094017094,0.0017094017094017094,0.003430531732418525,0.00338409475465313,0.0033613445378151263,0.00338409475465313,0.0033003300330033004,0.003284072249589491,0.004975124378109453,0.004942339373970346,0.004885993485342019,0.004807692307692308,0.006349206349206349,0.006472491909385114,0.006462035541195477,0.008090614886731391,0.008025682182985553,0.008103727714748784,0.008103727714748784,0.008237232289950576,0.008264462809917356,0.008090614886731391,0.008012820512820512,0.007936507936507936,0.007836990595611285,0.008012820512820512,0.00641025641025641,0.006420545746388443,0.008012820512820512
Alexandre Pantoja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015360983102918587,0.0015432098765432098,0.0015625,0.0015873015873015873,0.0016025641025641025,0.001579778830963665,0.0032258064516129032,0.00322061191626409,0.0032414910858995136,0.003257328990228013,0.0032520325203252032,0.0033112582781456954,0.0049833887043189366,0.005008347245409015,0.005050505050505051,0.005076142131979695,0.006711409395973154,0.006734006734006734,0.0066555740432612314,0.006825938566552901,0.0068846815834767644,0.006837606837606838,0.008547008547008548,0.008576329331046312,0.00676818950930626,0.0067226890756302525,0.00676818950930626,0.00825082508250825,0.008210180623973728,0.008291873963515755,0.008237232289950576,0.008143322475570033,0.008012820512820512,0.007936507936507936,0.008090614886731391,0.009693053311793215,0.008090614886731391,0.008025682182985553,0.008103727714748784,0.008103727714748784,0.006589785831960461,0.006611570247933884,0.008090614886731391,0.008012820512820512,0.007936507936507936,0.007836990595611285,0.00641025641025641,0.00641025641025641,0.008025682182985553,0.008012820512820512
Karol Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devonte Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017094017094017094,0.0017094017094017094,0.0017152658662092624,0.00338409475465313,0.0033613445378151263,0.00338409475465313,0.0033003300330033004,0.003284072249589491,0.003316749585406302,0.0032948929159802307,0.004885993485342019,0.004807692307692308,0.004761904761904762,0.0048543689320388345,0.004846526655896607,0.0048543689320388345,0.004815409309791332,0.004862236628849271,0.004862236628849271,0.004942339373970346,0.0049586776859504135,0.0048543689320388345,0.004807692307692308,0.004761904761904762,0.003134796238244514,0.003205128205128205,0.003205128205128205,0.0032102728731942215,0.003205128205128205
Michael Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028328611898017,0.002849002849002849,0.0028653295128939827,0.0028169014084507044,0.002770083102493075,0.0027548209366391185,0.0026246719160104987,0.005221932114882507,0.005291005291005291,0.005208333333333333,0.007653061224489796,0.007444168734491315,0.007142857142857143,0.007194244604316547,0.009389671361502348,0.0091324200913242,0.009433962264150943,0.011547344110854504,0.011135857461024499,0.010822510822510822,0.01072961373390558,0.010775862068965518,0.01284796573875803,0.012903225806451613,0.011037527593818985,0.012958963282937365,0.012958963282937365,0.01284796573875803,0.014830508474576272,0.014227642276422764,0.013916500994035786,0.012,0.011857707509881422,0.013592233009708738,0.01160541586073501,0.011516314779270634,0.011428571428571429,0.012962962962962963,0.011090573012939002,0.012612612612612612,0.012477718360071301,0.010362694300518135,0.010221465076660987,0.009884678747940691,0.009771986970684038,0.00949367088607595,0.00782472613458529,0.00782472613458529,0.007692307692307693,0.006125574272588055,0.0061823802163833074,0.007886435331230283,0.006289308176100629,0.006349206349206349,0.006369426751592357,0.006299212598425197,0.007704160246533128,0.006269592476489028,0.006299212598425197,0.006339144215530904,0.006191950464396285,0.00625,0.0061823802163833074,0.00463678516228748,0.004629629629629629,0.0046439628482972135,0.004622496147919877,0.0046439628482972135,0.004608294930875576,0.0045662100456621,0.006125574272588055,0.006191950464396285,0.007587253414264037,0.007668711656441718,0.007680491551459293,0.006172839506172839,0.00625,0.006349206349206349,0.00641025641025641,0.007898894154818325,0.0064516129032258064,0.00644122383252818,0.006482982171799027,0.006514657980456026,0.0065040650406504065,0.004966887417218543,0.006644518272425249,0.00667779632721202,0.006734006734006734,0.00676818950930626,0.006711409395973154,0.006734006734006734,0.0066555740432612314,0.008532423208191127,0.0068846815834767644,0.008547008547008548,0.006837606837606838,0.00686106346483705,0.00676818950930626,0.0067226890756302525,0.008460236886632826,0.00825082508250825,0.008210180623973728,0.006633499170812604,0.006589785831960461,0.006514657980456026,0.00641025641025641,0.007936507936507936,0.008090614886731391,0.008077544426494346,0.006472491909385114,0.006420545746388443,0.006482982171799027,0.006482982171799027,0.008237232289950576,0.008264462809917356,0.008090614886731391,0.00641025641025641,0.006349206349206349,0.004702194357366771,0.004807692307692308,0.004807692307692308,0.006420545746388443,0.00641025641025641
Alistair Overeem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002398081534772182,0.002347417840375587,0.00228310502283105,0.0023584905660377358,0.0023094688221709007,0.0022271714922048997,0.0021645021645021645,0.002145922746781116,0.0021551724137931034,0.0021413276231263384,0.002150537634408602,0.002207505518763797,0.0021598272138228943,0.004319654427645789,0.004282655246252677,0.00423728813559322,0.0040650406504065045,0.003976143141153081,0.004,0.003952569169960474,0.005825242718446602,0.005802707930367505,0.005758157389635317,0.005714285714285714,0.003703703703703704,0.005545286506469501,0.005405405405405406,0.0053475935828877,0.0051813471502590676,0.005110732538330494,0.004942339373970346,0.004885993485342019,0.006329113924050633,0.006259780907668232,0.006259780907668232,0.006153846153846154,0.007656967840735069,0.0061823802163833074,0.006309148264984227,0.007861635220125786,0.007936507936507936,0.007961783439490446,0.007874015748031496,0.007704160246533128,0.006269592476489028,0.006299212598425197,0.006339144215530904,0.006191950464396285,0.0078125,0.0061823802163833074,0.0061823802163833074,0.006172839506172839,0.007739938080495356,0.007704160246533128,0.007739938080495356,0.007680491551459293,0.0076103500761035,0.007656967840735069,0.007739938080495356,0.007587253414264037,0.006134969325153374,0.006144393241167435,0.007716049382716049,0.00625,0.006349206349206349,0.00641025641025641,0.007898894154818325,0.008064516129032258,0.008051529790660225,0.008103727714748784,0.008143322475570033,0.00975609756097561,0.008278145695364239,0.008305647840531562,0.008347245409015025,0.008417508417508417,0.00676818950930626,0.008389261744966443,0.008417508417508417,0.008319467554076539,0.006825938566552901,0.0068846815834767644,0.006837606837606838,0.008547008547008548,0.008576329331046312,0.008460236886632826,0.0067226890756302525,0.00676818950930626,0.00825082508250825,0.008210180623973728,0.006633499170812604,0.006589785831960461,0.006514657980456026,0.00641025641025641,0.006349206349206349,0.006472491909385114,0.006462035541195477,0.006472491909385114,0.006420545746388443,0.006482982171799027,0.006482982171799027,0.006589785831960461,0.006611570247933884,0.006472491909385114,0.008012820512820512,0.007936507936507936,0.007836990595611285,0.00641025641025641,0.00641025641025641,0.008025682182985553,0.008012820512820512
