fighter,pearson
Rolando Dy,-0.02659556654781592
Shinsho Anzai,0.06828236859227119
Viviane Pereira,nan
Jenel Lausa,0.06988893021857844
CM Punk,0.1030218884321788
Rashad Coulter,0.03777430080246284
Rashad Evans,-0.22351906969426066
Mike Santiago,0.09857300424833607
Jarred Brooks,-0.09404650548842444
Johnny Eduardo,0.10349879080025869
Eric Spicely,0.05339848754186624
Daniel Kelly,-0.10473708765634991
Brad Scott,-0.09191560858024204
Alexa Grasso,nan
Diego Rivas,0.03322578531835703
Poliana Botelho,nan
Henry Briones,0.5116070555625873
Vitor Belfort,0.3999830503045734
Alberto Mina,0.09953423721771452
Justin Willis,0.018356161046407596
Matthew Lopez,0.17241712346053473
Dhiego Lima,-0.14665323833099367
Bec Rawlings,nan
Tom Duquesnoy,0.07137950150356379
Mark Godbeer,0.0021297938454494427
Mike Pyle,0.32390161657833383
CB Dollaway,0.28571537094444177
Bryan Caraway,0.12047580799595456
Jordan Johnson,0.39108207021197683
Maryna Moroz,nan
Albert Morales,0.053615739020677275
Steven Peterson,0.017976960212043595
Oskar Piechota,0.18079074831875488
Joshua Burkman,-0.15551216562891995
Rob Wilkinson,0.07216970978869924
Tyson Pedro,-0.12550012987914413
Damien Brown,-0.027924678412843414
Timothy Johnson,-0.18747660520744022
Alan Patrick,-0.0936897059641413
Lyoto Machida,0.4479260730673501
Maia Stevenson,nan
Iuri Alcantara,0.30155469104998595
Jordan Rinaldi,0.17909068990080146
Vinc Pichel,-0.14029940321595297
Austin Arnett,0.06303164455647442
Sabah Homasi,0.03800441404364577
Mads Burnell,-0.11870685004281717
Kalindra Faria,nan
Julian Marquez,-0.025443679589280788
Carls John De Tomas,-0.053689980679496464
Antonio Braga Neto,0.1817679163417122
David Teymur,0.24255627577942437
Amanda Cooper,nan
Barb Honchak,nan
Christina Marks,nan
DeAnna Bennett,nan
Nicco Montano,nan
Joe Soto,0.5797557332614066
Ariel Beck,nan
Karine Gevorgyan,nan
Michael Bisping,-0.4933922723095735
Kailin Curran,nan
Wang Guan,nan
Cyril Asker,-0.06683782805580171
Ryan Benoit,0.18999875679483352
Anthony Hamilton,0.08237730202019267
Alex Chambers,nan
Nate Marquardt,0.06283633893109097
Jake Collier,-0.03913776175158311
Johny Hendricks,0.2541926227852862
Hacran Dias,0.18920874776008814
Marcelo Golm,-0.027593771924172793
Artem Lobov,-0.06719797504358153
Marcin Held,0.3186177115188332
Salim Touahri,0.015602410182782807
Pearl Gonzalez,nan
Takanori Gomi,0.6231727424765572
Syuri Kondo,nan
Daichi Abe,-0.09626665600367784
Hector Lombard,0.4005444199927394
Luke Rockhold,0.014211888498735167
Jason Saggo,0.3001324507437667
Mitch Clarke,0.028340199054477565
Francimar Barroso,0.2684341422415548
Bojan Mihajlovic,-0.07253294942100094
Alvaro Herrera Mendoza,-0.09650529748708267
Damian Grabowski,0.09405422595432678
Rafael Natal,0.3521265719345891
Frankie Perez,0.29997792328132084
James Mulheron,nan
Charlie Ward,-0.10454777628462601
Leslie Smith,nan
Daniel Omielanczuk,0.32258617685928304
Travis Browne,-0.20240405181119814
Joachim Christensen,-0.13220278334525276
Josh Stansbury,0.11090202501539972
Dong Hyun Kim,0.031544393983606756
Tarec Saffiedine,0.55802552096643
Naoki Inoue,-0.056642295375772346
Kwan Ho Kwak,-0.05635856458177201
Kiichi Kunimoto,-0.03133424857843728
Paulo Costa,-0.12360536671536908
Erick Silva,0.04282028729599405
Marco Beltran,0.3037579203542167
Luan Chagas,0.05846090152667404
Oliver Enkamp,nan
Nicholas Musoke,0.1185968297080105
Reza Madadi,0.2338600902339203
Hector Sandoval,0.10344875460744493
Jessica Penne,nan
Patrick Williams,0.03862539908523491
Will Brooks,0.2792199763091924
Brad Pickett,0.49000592709204294
Rony Jason,0.3945449757291998
Garreth McLellan,0.13916185674877213
Sam Sicilia,0.6688422452144249
Anderson Silva,-0.24449549476988403
Abel Trujillo,0.4408828516415749
Daniel Jolly,0.08229888084816284
Henrique da Silva,-0.13596113747536603
Bobby Nash,-0.02904330199928625
Marcos Rogerio de Lima,-0.02270582713808786
Jason Gonzalez,0.12188561588319366
Dmitrii Smoliakov,-0.07158265145825563
Jocelyn Jones-Lybarger,nan
Brandon Thatch,0.17448591712013423
James Moontasri,0.34801097201732245
Cole Miller,0.3659229711232785
Bojan Velickovic,0.00562522817527087
Valerie Letourneau,nan
Tim Kennedy,-0.08403140062668871
Zach Makovsky,0.18877070713992944
Joseph Gigliotti,-0.05707428014876727
Tiago dos Santos e Silva,-0.08245839368886239
Juliana Lima,nan
Keith Berish,nan
Elvis Mutapcic,0.17347794335612657
Kyle Noke,0.4665338794790529
Yusuke Kasuya,-0.02301108487321993
Seo Hee Ham,nan
Richard Walsh,0.007478940260102959
Ben Nguyen,0.42395696190675103
Yao Zhikui,-0.009786509189978084
Ryan Bader,0.16599493659230344
Magnus Cedenblad,0.4535714853490026
Kyoji Horiguchi,0.0857723804299722
Anna Elmose,nan
Gegard Mousasi,0.32891885099372126
Miesha Tate,nan
Erik Perez,0.4335140231433722
Erick Montano,-0.03211394775923039
Lukasz Sajewski,0.15704597583111357
Shamil Abdurakhimov,-0.1461631397929655
Cody East,0.09892760259207739
Jonathan Wilson,0.34572758060042447
Kelly Faszholz,nan
Godofredo Pepey,0.7476033194335943
Roy Nelson,0.592598650079341
Glaico Franca Moreira,-0.04317564453406081
Chris Wade,0.5360428596663649
Roan Carneiro,0.2769675657686518
Augusto Montano,-0.0284612935306135
Yancy Medeiros,0.19231574873176982
Taylor Lapilus,-0.04246578378931173
Jessin Ayari,0.2747081889494388
Jarjis Danho,-0.05509542179092207
