fighter,pearson
Will Campuzano,nan
Sean Spencer,nan
Daniel Pineda,nan
Renee Forte,nan
Cyrille Diabate,-0.05471807432455763
Phil Harris,0.15589344609653533
Albert Cheng,nan
Nam Phan,nan
Cody Gibson,nan
Rafaello Oliveira,-0.11073721845439063
Ernest Chavez,nan
Cristiano Marcello,nan
Ildemar Alcantara,nan
Nick Catone,nan
Chico Camus,nan
Ramiro Hernandez,nan
Isaac Vallie-Flagg,nan
Charlie Brenneman,-0.1144510122302845
Royston Wee,nan
Dustin Kimura,nan
Chris Leben,0.05176004998979961
Robert Peralta,0.06545839331202856
Darren Uyenoyama,nan
Nick Ring,nan
Pat Barry,0.23608019580918857
Julie Kedzie,nan
Ben Wall,nan
Bruno Santos,nan
Josh Sampo,nan
Josh Koscheck,0.48447647387734427
Georges St-Pierre,0.23257283726322345
Alessio Sakara,nan
Jimy Hettes,nan
Rosi Sexton,nan
TJ Waldburger,nan
Jeremy Larsen,nan
Dustin Pague,nan
George Sotiropoulos,nan
Rousimar Palhares,-0.08918269193158979
Iliarde Santos,nan
Pat Healy,nan
Ivan Menjivar,nan
Mike Ricci,nan
Chris Clements,0.39571024610397965
Brendan Schaub,-0.17528318072571916
Nandor Guelmino,nan
Joao Zeferino,nan
Keith Wisniewski,nan
Louis Gaudinot,0.037152196419440106
Pascal Krauss,nan
Ryan Couture,0.24604129113912876
Jared Hamman,nan
Justin Edwards,nan
James Head,nan
Roger Bowling,nan
Mike Brown,nan
Vinny Magalhaes,nan
Ednaldo Oliveira,nan
Mac Danzig,0.2930732535947379
John Albert,nan
Aaron Riley,nan
Mike Pierce,0.0977925241002736
Sean Pierson,-0.012398607011964654
Brian Bowles,nan
Leonard Garcia,nan
Clifford Starks,nan
Justin Lawrence,nan
Bristol Marunde,nan
Chris Spang,nan
Ben Alloway,nan
Michael Kuiper,nan
Papy Abedi,nan
Antonio Carvalho,nan
Riki Fukuda,nan
Wanderlei Silva,0.19986648359794135
Nah-Shon Burrell,nan
Jon Manley,nan
Paul Sass,0.09264436248444419
Terry Etim,-0.2121107126688989
Che Mills,nan
Jon Fitch,-0.21133567277246915
Jacob Volkmann,-0.010657137184809942
Edwin Figueroa,0.2475824585366196
Mike Stumpf,nan
TJ Grant,nan
Mike Russow,nan
Simeon Thoresen,nan
Diego Nunes,nan
Wagner Prado,nan
Melvin Guillard,0.02024575533119254
Philip De Fries,nan
Reuben Duran,nan
Jared Papazian,nan
Mike Rio,nan
Colin Fletcher,nan
Brendan Loughnane,nan
Nick Penner,nan
Marcus LeVesseur,nan
Mark Hominick,nan
Matthew Riddle,-0.048998786284050556
Yasuhiro Urushitani,nan
Rich Franklin,0.3669781482636911
Zhang Tiequan,nan
Luiz Cane,0.013673339688254208
Josh Neer,-0.026469905963506218
Aaron Simpson,0.053180017445054566
Bart Palaszewski,nan
Dan Hardy,0.4782848762372134
John Hathaway,nan
DaMarques Johnson,-0.10402522775348552
Jason Young,nan
Matt Hamill,0.05014348669169336
Ken Stone,nan
Josh Grispi,nan
Cheick Kongo,0.2836772210311774
Damacio Page,nan
Karlos Vemola,nan
Cung Le,0.17452998864407904
Forrest Griffin,-0.1633531534868125
John Alessio,nan
John Teixeira,nan
Delson Heleno,nan
Anistavio Medeiros,nan
Buddy Roberts,nan
Henry Martinez,nan
Jake Hecht,nan
Jonathan Brookins,0.1698584125839788
Cody McKenzie,nan
Amir Sadollah,0.5306753250916743
Jason MacDonald,-0.008732562252408827
Jeff Curran,nan
Alex Soto,nan
Mike Massenzio,nan
Miguel Torres,nan
Oli Thompson,nan
Mackens Semerzier,nan
Norifumi Yamamoto,nan
Anton Kuivanen,nan
Nick Diaz,0.011842725430276629
Dan Stittgen,nan
Chael Sonnen,-0.24665893008146927
Joey Beltran,0.25602314582780006
Mike Easton,0.31058832859218743
Duane Ludwig,0.054429416636146144
Kamal Shalorus,nan
Jorge Rivera,-0.26856586205638305
Joseph Sandoval,nan
Ricardo Funch,nan
Vladimir Matyushenko,0.23647376295874695
Tito Ortiz,0.31429520920305376
Claude Patrick,nan
Krzysztof Soszynski,0.16097094898729608
Rich Attonito,nan
Walel Watson,nan
Stephan Bonnar,-0.13396329280053337
Tom Lawlor,0.3911032722278611
Aaron Rosa,0.1543036529714476
Michihiro Omigawa,-0.1152952309982606
John Maguire,nan
Rob Broughton,nan
Chris Cope,nan
Tyson Griffin,0.09714535138329349
Brandon Vera,-0.11954324682322948
Mirko Filipovic,0.12933742524856182
Steve Cantwell,0.10692427869309411
Shane Roller,nan
Matt Hughes,0.18228678271206405
Junior Assuncao,-0.10099457419560189
Alan Belcher,-0.1817191607983571
Clay Harvison,nan
Dennis Hallman,nan
Jeff Hougland,nan
Daniel Roberts,nan
Joe Stevenson,-0.11583736538172927
Christian Morecraft,-0.09479074572606024
Vagner Rocha,nan
Dave Herman,0.10607102896822548
Jesse Bongfeldt,nan
Kenny Florian,0.18591720173983123
Ryan McGillivray,nan
Chuck O'Neil,nan
Danny Downes,nan
Kendall Grove,-0.19566397716250195
Cole Escovedo,nan
Jon Madsen,nan
Mario Miranda,nan
Sean McCorkle,-0.1635753240552493
Waylon Lowe,nan
Ricardo Almeida,-0.05123624008896762
Kurt Pellegrino,-0.04698046897237251
Rob Kimmons,nan
Tom Blackledge,nan
Maciej Jewtuszko,nan
Paul Taylor,0.24172798392828004
Phil Baroni,nan
Joe Doerksen,0.06795556836285443
Pat Audinwood,nan
Sako Chivitchian,nan
Ian Loveland,nan
Fredson Paixao,nan
Karo Parisyan,-0.202857820331836
Gerald Harris,nan
Mike Lullo,nan
Paul Kelly,0.23011595861470657
Kris McCray,nan
Seth Petruzelli,nan
Mike Guymon,nan
James Wilks,nan
James McSweeney,nan
Spencer Fisher,0.40705696867276314
Sean Sherk,0.25304792867619463
Matt Serra,0.03087500031107733
Steve Lopez,nan
Tomasz Drwal,0.19469076381245343
Brian Foster,0.05604322050996655
Andre Winner,-0.0931962953642581
Randy Couture,nan
Nick Osipczak,0.020522599004268883
Rodney Wallace,-0.19861310462191767
Dustin Hazelett,-0.05819788432194236
Todd Brown,nan
James Irvin,0.0063825132618311586
Chris Lytle,-0.10637508788396563
Forrest Petz,nan
Jamie Yager,nan
John Gunderson,0.14073292523095937
Keith Jardine,-0.1821149072138098
Josh Bryant,nan
David Loiseau,-0.2597221403097477
Chuck Liddell,0.15626742235572572
Jason Brilz,0.2292123817268361
Jesse Forbes,nan
Marcus Davis,0.047728617577103075
Kevin Ferguson,nan
Yoshiyuki Yoshida,0.0387551155759382
Rob Emerson,nan
Caol Uno,nan
Nate Quarry,0.25884395887147693
Eliot Marshall,0.06858302161799432
Eric Schafer,nan
Chris Tuchscherer,-0.057132703423678474
Martin Kampmann,0.5049313320662334
Paul Daley,nan
Ryan Jensen,nan
Jake Rosholt,nan
Jesse Lennox,nan
Mark Coleman,nan
Shannon Gugerty,nan
Jason Dent,nan
Brock Larson,nan
Tim Hague,0.046654665130709747
Kyle Bradley,nan
Drew McFedries,-0.023527721650672316
Denis Kang,nan
Tim Credeur,nan
Shane Nelson,nan
Mike Ciesnolevicz,nan
Matt Veach,nan
Jake O'Brien,nan
Dan Cramer,nan
Antoni Hardonk,-0.09545185699683678
Wilson Gouveia,-0.07132260484816834
Rolando Delgado,nan
Steve Bruno,nan
Dale Hartt,nan
Justin McCully,-0.07613085335712741
Pete Sell,nan
Hermes Franca,-0.017712090441504288
David Bielkheden,nan
Per Eklund,nan
Ryo Chonan,nan
Rory Markham,nan
Nate Loughran,nan
Kevin Burns,nan
Justin Buchholz,nan
Dean Lister,0.17257651858238626
Rich Clementi,-0.13204544291965276
Rameau Thierry Sokoudjou,-0.11145441790029348
Goran Reljic,nan
Jason Day,-0.05495188856116165
Jonathan Goulet,-0.011443094497094183
Marcus Aurelio,-0.26767186319398506
Heath Herring,nan
Jorge Gurgel,nan
Marvin Eastman,nan
Corey Hill,nan
Eddie Sanchez,-0.01030159430027771
Roman Mitichyan,nan
War Machine,nan
Troy Mandaloniz,nan
Matt Arroyo,nan
Roger Huerta,nan
Akihiro Gono,nan
Tim Sylvia,-0.06996653677984666
Alvin Robinson,nan
Matt Grice,nan
Luke Cummo,nan
Houston Alexander,-0.08047247739367458
Jess Liaudin,-0.15916601353866983
Renato Sobral,nan
Nate Mohr,nan
Terry Martin,0.20154403856937553
Din Thomas,nan
Kalib Starnes,-0.10276093572556524
Kuniyoshi Hironaka,0.541720179209368
Drew Fickett,-0.1878470813556768
Jason Lambert,-0.12301469686993996
David Heath,nan
Logan Clark,nan
Travis Lutter,-0.11044623115924401
Pete Spratt,nan
Scott Smith,nan
Charles McCarthy,-0.12413346108448747
Carmelo Marrero,nan
Tony DeSouza,nan
Rory Singer,-0.19703892505852907
Anthony Torres,nan
Jeff Monson,nan
Rob MacDonald,nan
Jorge Santiago,nan
Mike Nickels,nan
Jeremy Horn,0.34147067196939734
Evan Tanner,-0.11460553319851328
David Terrell,nan
Dan Christison,nan
Tom Murphy,nan
Paul Buentello,-0.17125972718578403
Marcio Cruz,nan
Jason Von Flue,nan
Sam Hoger,-0.08276144168826036
Nick Thompson,nan
Branden Lee Hinkle,nan
Trevor Prangley,-0.13239270334597306
Matt Lindland,nan
Mike van Arsdale,nan
Ivan Salaverry,nan
Alex Karalexis,nan
Mike Kyle,nan
Frank Trigg,-0.23783728890080863
Justin Eilers,-0.17522696708327118
Ken Shamrock,nan
Genki Sudo,nan
Jonathan Wiezorek,nan
Renato Verissimo,-0.0734104475809812
Lee Murray,nan
Wesley Correira,nan
Pedro Rizzo,nan
Keith Rockel,nan
Falaniko Vitale,nan
Kimo Leopoldo,nan
Vernon White,nan
Dave Strasser,nan
Gan McGee,nan
Carlos Newton,nan
Phillip Miller,nan
Ricco Rodriguez,nan
Ian Freeman,nan
Mark Weir,nan
Tony Fryklund,nan
Benji Radach,nan
Murilo Bustamante,nan
Eugene Jackson,nan
Gil Castillo,nan
Kevin Randleman,nan
Andrei Semenov,nan
Dave Menne,nan
Jutaro Nakao,nan
Pat Miletich,nan
Semmy Schilt,nan
Shonie Carter,nan
Fabiano Iha,nan
Bobby Hoffman,nan
Elvis Sinosic,nan
Ben Earwood,nan
Mark Hughes,nan
Yuki Kondo,nan
Maurice Smith,nan
Tyrone Roberts,nan
Amaury Bitetti,nan
Laverne Clark,nan
Sanae Kikuta,nan
Ron Waterman,nan
Ikuhisa Minowa,nan
Scott Adams,nan
Tedd Williams,nan
Bob Cook,nan
Lance Gibson,nan
Kenichi Yamamoto,nan
Joe Slick,nan
Frank Shamrock,nan
Tim Lajcik,nan
Tsuyoshi Kohsaka,nan
Travis Fulton,nan
Pete Williams,nan
Marcelo Mello,nan
Sione Latu,nan
Gary Goodridge,nan
Mikey Burnett,nan
Tulio Palhares,nan
David Abbott,nan
Jerry Bohlander,nan
Tra Telligman,nan
Kazushi Sakuraba,nan
Alex Hunter,nan
Mark Kerr,nan
Dwayne Cason,nan
Dave Beneteau,nan
Kevin Jackson,nan
Dan Bobish,nan
Guy Mezger,nan
Steven Graham,nan
Jack Nilson,nan
Scott Ferrozzo,nan
Yoshiki Takahashi,nan
Don Frye,nan
Geza Kalman,nan
Dan Severn,nan
Steve Nelmark,nan
Mark Schultz,nan
Paul Varelans,nan
Oleg Taktarov,nan
Marco Ruas,nan
Remco Pardoel,nan
Patrick Smith,nan
Todd Medina,nan
Jon Hess,nan
Royce Gracie,nan
Steve Jennum,nan
Keith Hackney,nan
Harold Howard,nan
Johnny Rhodes,nan
Frank Hamaker,nan
Jason DeLucia,nan
Orlando Wiet,nan
Scott Morris,nan
Harry Hunsucker,nan
Montserrat Conejo,nan
Jesse Strader,nan
JP Buys,nan
Matheus Nicolau,nan
Marcelo Rojo,nan
Rafa Garcia,nan
Jason Witt,nan
Ray Rodriguez,nan
Jinh Yu Frey,nan
Aleksandar Rakic,-0.023700830815890483
Askar Askarov,nan
Carlos Ulberg,nan
Trevin Jones,nan
Ronnie Lawrence,nan
Kevin Croom,nan
Maxim Grishin,nan
Nassourdine Imavov,nan
John Castaneda,nan
Danny Chavez,nan
Drako Rodriguez,nan
Jared Vanderaa,nan
Casey O'Neill,nan
Philip Rowe,nan
Joselyne Edwards,nan
Justin Jaynes,nan
Danilo Marques,nan
Jerome Rivera,nan
Lara Procopio,nan
Michael Chandler,nan
Zhalgas Zhumagulov,nan
Gaetano Pirrello,nan
Mounir Lazzez,nan
Zarrukh Adashev,nan
Mason Jones,nan
Sergey Morozov,nan
Manon Fiorot,nan
Dusko Todorovic,nan
Khaos Williams,nan
Taila Santos,nan
Cody Durden,nan
Jamie Pickett,nan
Rafael Fiziev,nan
Sam Hughes,nan
Peter Barrett,nan
John Allan,nan
Jordan Leavitt,nan
Norma Dumont,nan
Parker Porter,nan
Bill Algeo,nan
Anderson Dos Santos,nan
Nate Maness,nan
Rachael Ostovich,nan
Brandon Royval,-0.05501825169593509
Jordan Wright,nan
Jennifer Maia,nan
Jared Gooden,nan
Sasha Palatnikov,nan
Dustin Stoltzfus,nan
Cory McKenna,nan
Kanako Murata,nan
Tony Gravely,nan
Rhys McKee,nan
Roque Martinez,nan
Jamey Simmons,nan
Ramiz Brahimaj,nan
Victor Rodriguez,nan
Charlie Ontiveros,nan
Kevin Natividad,nan
Liliya Shakirova,nan
Miranda Maverick,nan
Shavkat Rakhmonov,nan
Guram Kutateladze,nan
Mark Striegl,nan
Fares Ziam,nan
KB Bhullar,nan
Dricus Du Plessis,nan
Alan Baudot,nan
Omar Morales,nan
Tony Kelley,nan
Stephanie Egger,nan
Tagir Ulanbekov,nan
Josh Culibao,nan
Cameron Else,nan
Ludovit Klein,nan
Alex Da Silva,nan
Jeff Hughes,nan
David Dvorak,nan
Sarah Alpar,nan
TJ Laramie,nan
Khama Worthy,nan
Austin Springer,nan
Christian Aguilera,nan
Inoue Mizuki,nan
Alexander Munoz,nan
Wellington Turman,-0.03087417470711391
Jai Herbert,nan
Niklas Stolze,nan
Andreas Michailidis,nan
Chris Fishgold,nan
Jiri Prochazka,nan
Roman Bogatov,nan
Brianna Van Buren,nan
Max Rohskopf,nan
Klidson Abreu,nan
Vince Morales,nan
Drakkar Klose,-0.08766166464614245
Saparbeg Safarov,nan
Zarah Fairn,nan
Steve Garcia,nan
Shanna Young,nan
Lucie Pudilova,nan
Felipe Colares,nan
Isabela de Padua,nan
Sergey Khandozhko,nan
Chance Rencountre,nan
Ben Askren,nan
Thomas Gifford,nan
Kron Gracie,nan
Hector Aldana,nan
Danilo Belluardo,nan
Nohelin Hernandez,nan
Carlos Huachin,nan
Marcos Mariano,nan
Tristan Connelly,nan
Derrick Krantz,nan
Jodie Esquibel,nan
Bobby Moffett,nan
Hannah Goldy,nan
Yoshinori Horie,nan
Sarah Frota,nan
Jin Soo Son,nan
Sheymon Moraes,0.31873532805939675
Ryan Hall,nan
Dan Moret,nan
Nina Ansaroff,nan
Sung Bin Jo,nan
Duda Santana,nan
Jesus Pinedo,nan
Carlo Pedersoli Jr.,nan
Justin Frazier,nan
Darrell Horcher,nan
Leah Letson,nan
Ricky Rainey,nan
Michel Batista,nan
Stefan Sekulic,nan
Terrion Ware,-0.07990497712380766
Craig White,nan
Tim Williams,nan
Jose Torres,nan
Abu Azaitar,nan
Joe Giannetti,nan
Richie Smullen,nan
Allan Zuniga,nan
Melinda Fabian,nan
Mike Jackson,nan
Felipe Silva,nan
James Bochnovic,nan
Dmitry Sosnovskiy,nan
Brian Camozzi,nan
Galore Bofando,nan
Ryan Janes,nan
Bharat Kandare,nan
Ashkan Mokhtarian,nan
Michel Quinones,nan
Marcel Fortuna,nan
Christian Colombo,nan
Chan-Mi Jeon,nan
Alex Reyes,nan
Azunna Anyanwu,nan
Andrew Holbrook,nan
Abdul-Kerim Edilov,nan
Nick Roehrick,nan
Jesse Taylor,nan
Tom Gallicchio,nan
Jim Wallhead,nan
Alex Nicholson,nan
Michael McBride,nan
Cindy Dandois,nan
Rashid Magomedov,nan
Augusto Mendes,nan
Nathan Coy,nan
Alex Ricci,nan
JC Cottrell,nan
Fredy Serrano,nan
Sean O'Connell,-0.12695045067095959
Jonathan Meunier,nan
Geane Herrera,nan
Milana Dudieva,nan
Heather Clark,nan
Jason Novelli,nan
Chris Avila,nan
Leonardo Guimaraes,nan
Joey Gomez,nan
Cristina Stanciu,nan
Cody Pfister,nan
Enrique Marin,nan
Fernando Bruno,nan
Anton Zafir,nan
Mehdi Baghdad,nan
Dileno Lopes,nan
Jerrod Sanders,0.06549545174034983
Willie Gates,0.0491432965305258
Dominic Waters,nan
Rin Nakai,nan
Martin Svensson,nan
Levan Makashvili,nan
Felipe Olivieri,nan
Tony Sims,nan
Masanori Kanehara,nan
Marcin Wrzosek,nan
Konstantin Erokhin,nan
Abner Lloveras,nan
Leo Kuntz,nan
Steve Kennedy,nan
Gasan Umalatov,nan
Ericka Almeida,nan
Jon Delos Reyes,0.08913466879123855
Roger Zapata,nan
Nazareno Malegarie,nan
Sirwan Kakai,nan
Hans Stringer,nan
Paul Redmond,nan
Lewis Gonzalez,nan
Joe Merritt,nan
Antonio Dos Santos,nan
Leonardo Morales,nan
Lisa Ellis,nan
Rocky Lee,nan
Justin Jones,nan
Shayna Baszler,nan
Cain Carrizosa,nan
Roger Narvaez,nan
Josh Copeland,nan
Alex Torres,nan
Josh Shockley,nan
Rodrigo de Lima,nan
Andy Enz,nan
Stanislav Nedkov,nan
Shane Howell,nan
Mats Nilsson,nan
Mike Rhodes,nan
Garett Whiteley,nan
Matt Hobar,nan
Chris Heatherly,nan
Humberto Brown Morrison,nan
Rodolfo Rubio Perez,nan
Tim Gorman,nan
Guto Inocente,nan
Takenori Sato,nan
Dashon Johnson,nan
Danny Mitchell,nan
Jianping Yang,nan
Jack May,-0.0690623737437181
Mike King,nan
Tina Lahdemaki,nan
Daniel Spohn,nan
Guilherme Vasconcelos,nan
Lance Benoist,-0.061354654963650695
Brian Houston,nan
Quinn Mulhern,nan
Dave Galera,nan
Will Chope,nan
Shunichi Shimizu,nan
Peggy Morgan,nan
Adlan Amagov,nan
David Mitchell,nan
Brian Melancon,nan
Sheila Gaff,nan
Josh Clopton,nan
Roger Gracie,nan
Eddie Mendez,nan
John Cholish,nan
Azamat Gashimov,nan
Roger Hollett,nan
Gilbert Smith,nan
Collin Hart,nan
Jimmy Quinlan,nan
Pablo Garza,0.15057350746065423
Adam Cella,nan
Besam Yousef,nan
Issei Tamura,0.2317582494129253
Lavar Johnson,-0.1267501845109245
Caros Fodor,nan
Brock Jardine,nan
Motonobu Tezuka,nan
Ulysses Gomez,nan
Jay Hieron,nan
Milton Vieira,0.07912123546190963
CJ Keith,nan
Pedro Nobre,nan
Byron Bloodworth,nan
Shane del Rosario,nan
John Cofer,nan
Manuel Rodriguez,nan
Chad Griggs,nan
Tom DeBlass,nan
Joey Gambino,nan
Carlo Prater,nan
Tommy Hayden,nan
Eiji Mitsuoka,nan
Josh Ferguson,nan
Yoislandy Izquierdo,nan
Wagner Campos,nan
Luis Ramos,nan
Carlos Eduardo Rocha,nan
Bernardo Magalhaes,nan
Pat Schilling,nan
Chris Tickle,nan
Chris Saunders,nan
Jorge Lopez,nan
Nick Denis,nan
Eddie Yagin,nan
Eric Wisely,nan
Jon Olav Einemo,nan
Stephen Bass,nan
Dustin Neace,nan
Nick Pace,nan
Shamar Bailey,nan
Matt Lucas,nan
Paul Bradley,nan
Edward Faaloloto,nan
Ricardo Romero,nan
Donny Walker,nan
TJ O'Brien,nan
Jason Reinhardt,nan
Curt Warburton,nan
Javier Vazquez,nan
Charlie Valencia,nan
Kyle Watson,nan
Antonio Banuelos,nan
Gabe Ruediger,nan
Willamy Freire,nan
Amilcar Alves,nan
Greg Soto,-0.16774826169843815
Antonio McKee,nan
Aaron Wilkinson,nan
Tyler Toner,nan
Maiquel Falcao,nan
Mark Scanlon,nan
Alexandre Ferreira,nan
Gilbert Yvel,nan
Mark Holst,nan
Vinicius Queiroz,nan
Julio Paulino,nan
John Salter,nan
James Toney,nan
Steve Steinbeiss,nan
James Hammortree,nan
Dan Lauzon,0.10319284169760762
Joe Brammer,nan
Renzo Gracie,nan
Mostapha Al-Turk,-0.036597213517437804
Ronys Torres,nan
Lucio Linhares,nan
Chase Gormley,nan
Rolles Gracie,nan
Jay Silva,nan
Marcus Jones,nan
Darrill Schoonover,nan
Justin Wren,nan
Razak Al-Hassan,nan
Danillo Villefort,nan
Frank Lester,nan
Cameron Dollar,nan
Denis Stojnic,nan
Xavier Foupa-Pokam,nan
Andre Gusmao,nan
Brandon Wolff,nan
David Kaplan,nan
Matt Horwich,nan
Jesse Sanders,nan
Joe Vedepo,nan
Tim McKenzie,nan
Nissen Osterneck,nan
Ryan Madigan,nan
Michael Patt,nan
Brian Cobb,nan
Neil Grove,nan
Derek Downey,nan
Tom Egan,nan
Antonio Mendes,nan
Alexandre Barros,nan
Ivan Serati,nan
Mike Wessel,nan
Reese Andy,nan
Dan Evensen,nan
Shane Primm,nan
Jules Bruchez,nan
John Polakowski,nan
Johnny Rees,nan
Brodie Farber,nan
Josh Hendricks,nan
Ryan Thomas,nan
Neil Wain,nan
Samy Schiavo,nan
David Baron,nan
Brad Morris,nan
Cale Yarbrough,nan
James Giboo,nan
Dante Rivera,nan
Rob Yundt,nan
Kazuhiro Nakamura,-0.14937090105719178
Jason Tan,nan
Ryan Roberts,nan
Jeff Cox,nan
Tommy Speer,nan
John Halverson,nan
Alberto Crane,nan
Joe Veres,nan
James Lee,nan
Colin Robinson,-0.07934395025485391
Jordan Radev,nan
Doug Evans,nan
Dorian Price,nan
Jared Rollins,nan
Richie Hightower,nan
John Kolosci,nan
Dan Barrera,nan
Billy Miles,nan
Paul Georgieff,nan
Jason Black,nan
Diego Saraiva,nan
Scott Junk,nan
Edilberto de Oliveira,nan
Jason Gilliam,nan
Floyd Sword,nan
Brian Geraghty,nan
Andy Wang,nan
Brandon Melendez,nan
Hector Ramirez,nan
Stevie Lynch,nan
Chad Reiner,nan
Sean Salmon,nan
David Lee,nan
Assuerio Silva,-0.07829049021287249
Josh Haynes,nan
Dokonjonosuke Mishima,nan
Rex Holman,nan
Ross Pointon,nan
Chris Price,-0.42993544254678673
Jeff Joslin,nan
Steve Byrnes,nan
Sherman Pendergarst,nan
Jeremy Jackson,nan
Edwin DeWees,-0.1509564331325287
Gideon Ray,-0.15382008672718922
Justin James,nan
Danny Abbadi,nan
Mario Neto,nan
Cory Walmsley,nan
Wes Combs,nan
Sammy Morgan,nan
Kristof Midoux,nan
Yuki Sasaki,nan
Gilbert Aldana,nan
Joe Jordan,nan
Kristian Rothaermel,nan
Justin Levens,nan
Solomon Hutcherson,nan
Fabiano Scherner,nan
Rick Davis,nan
Ansar Chalangov,nan
Icho Larenas,nan
Mike Whitehead,nan
Jeff Newton,nan
Kevin Jordan,nan
Kit Cope,nan
Sean Gannon,nan
Keigo Kunihara,nan
Ron Faircloth,nan
Brian Gassaway,nan
Koji Oishi,nan
Bill Mahood,nan
John Marsh,nan
Travis Wiuff,nan
Bobby Southworth,nan
Chris Sanford,nan
Lodune Sincaid,nan
Jason Thacker,nan
Josh Rafferty,nan
Ronald Jhun,nan
Curtis Stout,nan
Wade Shipp,nan
Tiki Ghosn,nan
Chris Liguori,nan
Gerald Strebendt,nan
Eddie Ruiz,nan
Richard Crunkilton,nan
Sean Alvarez,nan
Alexandre Dantas,nan
James Zikic,nan
Leigh Remedios,nan
Chris Haseman,nan
Steve Berger,nan
Joao Pierini,nan
Zach Light,nan
Rodrigo Ruas,nan
Nick Serra,nan
Amar Suloev,nan
Paul Creighton,nan
Kelly Dullanty,nan
Hayato Sakurai,nan
Chris Brennan,nan
Homer Moore,nan
Roberto Traven,nan
Paul Rodriguez,nan
Joey Gilbert,nan
Phil Johns,nan
Mark Robinson,nan
Daiju Takase,nan
Yoji Anjo,nan
Alex Stiebling,nan
Aaron Brink,nan
CJ Fernandes,nan
Marcelo Aguiar,nan
Adrian Serrano,nan
Nate Schroeder,nan
David Dodd,nan
Alex Andrade,nan
Joao Roque,nan
Satoshi Honma,nan
David Velasquez,nan
Steve Judson,nan
Jermaine Andre,nan
Keiichiro Yamamiya,nan
Alfonso Alcarez,nan
Lowell Anderson,nan
Valeri Ignatov,nan
Andre Pederneiras,nan
Royce Alger,nan
Flavio Luiz Moura,nan
Chris Condo,nan
David Roberts,nan
Tony Petarra,nan
Joey Roberts,nan
Frank Caracci,nan
Darrel Gholar,nan
Townsend Saunders,nan
Jorge Patino,nan
John Lober,nan
Adriano Santos,nan
Hugo Duarte,nan
Joe Pardo,nan
Allan Goes,nan
Noe Hernandez,nan
Eugenio Tadeu,nan
Igor Zinoviev,nan
Marcus Silveira,nan
Joe Charles,nan
Harry Moskowitz,nan
Houston Dorr,nan
Carlos Barreto,nan
Greg Stott,nan
Moti Horenstein,nan
Todd Butler,nan
Yuri Vaulin,nan
Sam Fulton,nan
Christophe Leninger,nan
Tony Halme,nan
Saeed Hosseini,nan
Wes Albritton,nan
Nick Sanzo,nan
Jim Mullen,nan
Rainy Martinez,nan
Wallid Ismail,nan
Reza Nasri,nan
Julian Sanchez,nan
Sam Adkins,nan
Fabio Gurgel,nan
John Campetella,nan
Scott Fiedler,nan
Dieusel Berto,nan
Koji Kitao,nan
Zane Frazier,nan
Matt Andersen,nan
Paul Herrera,nan
Thomas Ramirez,nan
Larry Cureton,nan
Gerry Harris,nan
Ryan Parker,nan
David Hood,nan
Anthony Macias,nan
John Matua,nan
Rudyard Moncayo,nan
Andy Anderson,nan
John Dowdy,nan
Asbel Cancio,nan
Melton Bowen,nan
Ron van Clief,nan
Jason Fairn,nan
Joe Son,nan
Marcus Bossett,nan
Felix Lee Mitchell,nan
Roland Payne,nan
Emmanuel Yarborough,nan
Fred Ettish,nan
Minoki Ichihara,nan
Thaddeus Luster,nan
Scott Baker,nan
Robert Lucarelli,nan
David Levicki,nan
Ray Wizard,nan
Sean Daugherty,nan
